crash_date,crash_time,borough,zip_code,latitude,longitude,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,location.latitude,location.longitude,location.human_address,on_street_name,off_street_name,vehicle_type_code2,contributing_factor_vehicle_3,vehicle_type_code_3
2025-09-30T00:00:00.000,22:50,QUEENS,11377,40.752567,-73.90525,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,4846907,Sedan,40.752567,-73.90525,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",56 ST,BROADWAY,E-Bike,,
2025-09-30T00:00:00.000,0:00,,,40.697155,-73.96282,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4846614,Box Truck,40.697155,-73.96282,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",BROOKLYN QUEENS EXPRESSWAY,,Sedan,,
2025-09-30T00:00:00.000,17:00,,,40.729572,-73.83383,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4846996,Station Wagon/Sport Utility Vehicle,40.729572,-73.83383,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",VAN WYCK EXPWY,,Station Wagon/Sport Utility Vehicle,Unspecified,Station Wagon/Sport Utility Vehicle
2025-09-30T00:00:00.000,7:55,BROOKLYN,11212,40.66802,-73.90732,335       SUTTER AVE,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,4846257,Sedan,40.66802,-73.90732,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,,Station Wagon/Sport Utility Vehicle,Other Vehicular,Station Wagon/Sport Utility Vehicle
2025-09-30T00:00:00.000,11:40,BRONX,10458,40.868324,-73.882225,2999      WEBSTER AVE,0,0,0,0,0,0,0,0,Unspecified,,4846725,Sedan,40.868324,-73.882225,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,,,,
2025-09-30T00:00:00.000,13:50,QUEENS,11414,40.669556,-73.84633,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,4846514,Sedan,40.669556,-73.84633,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",89 ST,S CONDUIT AVE,,,
2025-09-30T00:00:00.000,17:10,BROOKLYN,11237,40.704716,-73.92874,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4846570,Box Truck,40.704716,-73.92874,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",FLUSHING AVE,KNICKERBOCKER AVE,Sedan,,
2025-09-30T00:00:00.000,9:00,BRONX,10470,40.895374,-73.863556,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4846755,Station Wagon/Sport Utility Vehicle,40.895374,-73.863556,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",E 233 ST,WEBSTER AVE,Station Wagon/Sport Utility Vehicle,,
2025-09-30T00:00:00.000,15:30,QUEENS,11434,40.683155,-73.7803,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4846441,Sedan,40.683155,-73.7803,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",119 AVE,165 ST,Sedan,,
2025-09-30T00:00:00.000,12:10,BROOKLYN,11224,40.5792,-73.98194,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4846335,Box Truck,40.5792,-73.98194,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",STILLWELL AVE,NEPTUNE AVE,Sedan,,
2025-09-30T00:00:00.000,14:32,BROOKLYN,11201,40.691322,-73.98644,158       LAWRENCE ST,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,4846489,Station Wagon/Sport Utility Vehicle,40.691322,-73.98644,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,,Station Wagon/Sport Utility Vehicle,,
2025-09-30T00:00:00.000,11:25,QUEENS,11355,40.743866,-73.825676,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,4846477,Sedan,40.743866,-73.825676,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",59 AVE,MAIN ST,,,
2025-09-30T00:00:00.000,16:18,STATEN ISLAND,10301,40.644073,-74.07777,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4846849,Station Wagon/Sport Utility Vehicle,40.644073,-74.07777,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",STUYVESANT PL,WALL ST,Bus,,
2025-09-30T00:00:00.000,14:30,BROOKLYN,11206,40.700726,-73.94193,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4846555,Sedan,40.700726,-73.94193,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",FLUSHING AVE,BROADWAY,Ambulance,,
2025-09-30T00:00:00.000,8:46,BRONX,10453,40.853523,-73.902725,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4846648,Station Wagon/Sport Utility Vehicle,40.853523,-73.902725,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",GRAND CONC,E 180 ST,,,
2025-09-30T00:00:00.000,0:00,BRONX,10468,40.86275,-73.90493,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,4846710,Sedan,40.86275,-73.90493,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",UNIVERSITY AVE,W FORDHAM RD,,,
2025-09-30T00:00:00.000,21:20,,,40.66654,-73.99509,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4846529,Sedan,40.66654,-73.99509,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",PROSPECT EXPRESSWAY EAST,,Station Wagon/Sport Utility Vehicle,,
2025-09-30T00:00:00.000,6:30,,,40.804012,-73.93097,,0,0,0,0,0,0,0,0,Other Vehicular,,4846586,Sedan,40.804012,-73.93097,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",HARLEM RIVER DRIVE,,,,
