crash_date,crash_time,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,latitude,longitude,location.latitude,location.longitude,on_street_name,off_street_name,borough,zip_code,contributing_factor_vehicle_3,vehicle_type_code_3,cross_street_name,contributing_factor_vehicle_4,vehicle_type_code_4,contributing_factor_vehicle_5,vehicle_type_code_5
2012-07-01T00:00:00.000,6:15,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,3064863,PASSENGER VEHICLE,,40.7534092,-73.8523438,40.7534092,-73.8523438,,,,,,,,,,,
2012-07-01T00:00:00.000,16:50,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,259359,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7577266,-73.7792633,40.7577266,-73.7792633,204 STREET                      ,NORTHERN BOULEVARD              ,QUEENS,11361,,,,,,,
2012-07-01T00:00:00.000,21:30,0,0,0,0,0,0,0,0,Unspecified,Unspecified,245568,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,40.7588947,-73.8060719,40.7588947,-73.8060719,43 AVENUE                       ,160 STREET                      ,QUEENS,11358,,,,,,,
2012-07-01T00:00:00.000,2:55,1,0,0,0,0,0,1,0,Unspecified,Unspecified,37719,LIVERY VEHICLE,UNKNOWN,40.7543484,-73.9769721,40.7543484,-73.9769721,EAST 45 STREET                  ,VANDERBILT AVENUE               ,MANHATTAN,10017,,,,,,,
2012-07-01T00:00:00.000,13:15,0,0,0,0,0,0,0,0,Unspecified,Unspecified,32073,TAXI,PASSENGER VEHICLE,40.7589756,-73.9645027,40.7589756,-73.9645027,EAST 57 STREET                  ,QUEENSBORO BRIDGE APPROACH      ,MANHATTAN,10022,,,,,,,
2012-07-01T00:00:00.000,8:08,0,0,0,0,0,0,0,0,Unspecified,Unspecified,172550,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6727913,-73.9222153,40.6727913,-73.9222153,RALPH AVENUE                    ,PROSPECT PLACE                  ,BROOKLYN,11233,,,,,,,
2012-07-01T00:00:00.000,8:27,0,0,0,0,0,0,0,0,Unspecified,Unspecified,179414,PASSENGER VEHICLE,LIVERY VEHICLE,40.6808571,-73.9385457,40.6808571,-73.9385457,DECATUR STREET                  ,ALBANY AVENUE                   ,BROOKLYN,11216,,,,,,,
2012-07-01T00:00:00.000,20:25,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,3078718,PASSENGER VEHICLE,UNKNOWN,40.7549013,-73.7454772,40.7549013,-73.7454772,,,,,Unspecified,UNKNOWN,,,,,
2012-07-01T00:00:00.000,13:45,0,0,0,0,0,0,0,0,Unspecified,Unspecified,3089466,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7170219,-73.8304990,40.7170219,-73.830499,,,,,,,,,,,
2012-07-01T00:00:00.000,17:10,0,0,0,0,0,0,0,0,Unspecified,Unspecified,2864058,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,40.8063462,-73.9331715,40.8063462,-73.9331715,,,,,Unspecified,PASSENGER VEHICLE,,Unspecified,PASSENGER VEHICLE,,
2012-07-01T00:00:00.000,14:30,1,0,1,0,0,0,0,0,Unspecified,,152363,PASSENGER VEHICLE,,40.6706580,-73.9579745,40.670658,-73.9579745,EASTERN PARKWAY                 ,FRANKLIN AVENUE                 ,BROOKLYN,11238,,,,,,,
2012-07-01T00:00:00.000,11:35,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,3121370,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,,,,,,,,,,,,
2012-07-01T00:00:00.000,6:55,1,0,0,0,0,0,1,0,Unspecified,Unspecified,213209,PASSENGER VEHICLE,UNKNOWN,40.7089912,-73.9097003,40.7089912,-73.9097003,HARMAN STREET                   ,FAIRVIEW AVENUE                 ,QUEENS,11385,,,,,,,
2012-07-01T00:00:00.000,10:50,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,116255,SPORT UTILITY / STATION WAGON,OTHER,40.6038728,-73.9360956,40.6038728,-73.9360956,STUART STREET                   ,AVENUE T                        ,BROOKLYN,11229,,,,,,,
2012-07-01T00:00:00.000,23:20,0,0,0,0,0,0,0,0,Unspecified,Unspecified,135046,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6384481,-73.9511632,40.6384481,-73.9511632,FOSTER AVENUE                   ,ROGERS AVENUE                   ,BROOKLYN,11210,,,,,,,
2012-07-01T00:00:00.000,11:45,0,0,0,0,0,0,0,0,Unspecified,Unspecified,2937604,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,,,,,,,,,,,,
2012-07-01T00:00:00.000,16:01,4,0,0,0,0,0,4,0,Traffic Control Disregarded,Unspecified,272564,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,40.7628236,-73.9202836,40.7628236,-73.9202836,35 STREET                       ,31 AVENUE                       ,QUEENS,11106,,,,,,,
2012-07-01T00:00:00.000,16:20,0,0,0,0,0,0,0,0,Unspecified,,26091,PASSENGER VEHICLE,,40.7584292,-73.9926328,40.7584292,-73.9926328,WEST 42 STREET                  ,9 AVENUE                        ,MANHATTAN,10036,,,,,,,
2012-07-01T00:00:00.000,21:40,1,0,0,0,1,0,0,0,Unspecified,Unspecified,13871,TAXI,BICYCLE,40.7242849,-73.9755935,40.7242849,-73.9755935,EAST 9 STREET                   ,AVENUE D                        ,MANHATTAN,10009,,,,,,,
2012-07-01T00:00:00.000,4:40,0,0,0,0,0,0,0,0,Unspecified,Unspecified,16524,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7476892,-74.0041684,40.7476892,-74.0041684,10 AVENUE                       ,WEST 23 STREET                  ,MANHATTAN,10011,,,,,,,
2012-07-01T00:00:00.000,5:45,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,2879030,PASSENGER VEHICLE,PICK-UP TRUCK,,,,,,,,,,,,,,,
2012-07-01T00:00:00.000,23:30,0,0,0,0,0,0,0,0,Unspecified,Unspecified,135047,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,40.6438957,-73.9382554,40.6438957,-73.9382554,ALBANY AVENUE                   ,CLARENDON ROAD                  ,BROOKLYN,11203,,,,,,,
2012-07-01T00:00:00.000,5:17,1,0,0,0,0,0,1,0,Unspecified,Unspecified,116278,PASSENGER VEHICLE,PASSENGER VEHICLE,40.5952551,-73.9734765,40.5952551,-73.9734765,MC DONALD AVENUE                ,GRAVESEND NECK ROAD             ,BROOKLYN,11223,Unspecified,PASSENGER VEHICLE,,,,,
2012-07-01T00:00:00.000,17:00,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,109479,VAN,PASSENGER VEHICLE,40.8627177,-73.9022935,40.8627177,-73.9022935,DAVIDSON AVENUE                 ,WEST FORDHAM ROAD               ,BRONX,10468,,,,,,,
2012-07-01T00:00:00.000,3:30,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,125661,PASSENGER VEHICLE,AMBULANCE,40.6165086,-73.9339188,40.6165086,-73.9339188,KIMBALL STREET                  ,QUENTIN ROAD                    ,BROOKLYN,11234,,,,,,,
2012-07-01T00:00:00.000,18:15,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,203723,PASSENGER VEHICLE,,40.6911649,-73.8459671,40.6911649,-73.8459671,98 STREET                       ,91 AVENUE                       ,QUEENS,11421,,,,,,,
2012-07-01T00:00:00.000,12:45,0,0,0,0,0,0,0,0,Unspecified,Unspecified,198159,PASSENGER VEHICLE,UNKNOWN,40.7323234,-73.9546088,40.7323234,-73.9546088,INDIA STREET                    ,MANHATTAN AVENUE                ,BROOKLYN,11222,,,,,,,
2012-07-01T00:00:00.000,13:25,0,0,0,0,0,0,0,0,Unspecified,Unspecified,279640,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7592322,-73.8860358,40.7592322,-73.8860358,31 AVENUE                       ,82 STREET                       ,QUEENS,11370,Unspecified,PASSENGER VEHICLE,,,,,
2012-07-01T00:00:00.000,18:00,0,0,0,0,0,0,0,0,Unspecified,Unspecified,163381,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6800150,-73.8774282,40.680015,-73.8774282,ATLANTIC AVENUE                 ,LOGAN STREET                    ,BROOKLYN,11208,,,,,,,
2012-07-01T00:00:00.000,0:45,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,32049,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,40.7589756,-73.9645027,40.7589756,-73.9645027,EAST 57 STREET                  ,QUEENSBORO BRIDGE APPROACH      ,MANHATTAN,10022,,,,,,,
2012-07-01T00:00:00.000,9:39,0,0,0,0,0,0,0,0,Unspecified,Unspecified,147454,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,40.6465177,-73.9581050,40.6465177,-73.958105,TILDEN AVENUE                   ,FLATBUSH AVENUE                 ,BROOKLYN,11226,,,,,,,
2012-07-01T00:00:00.000,16:15,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,3078716,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,40.7545534,-73.7431647,40.7545534,-73.7431647,,,,,,,,,,,
2012-07-01T00:00:00.000,18:45,0,0,0,0,0,0,0,0,Unspecified,Unspecified,184521,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6971174,-73.9340084,40.6971174,-73.9340084,MYRTLE AVENUE                   ,TROUTMAN STREET                 ,BROOKLYN,11206,Unspecified,PASSENGER VEHICLE,,,,,
2012-07-01T00:00:00.000,12:40,0,0,0,0,0,0,0,0,Unspecified,Unspecified,284647,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,40.6466639,-74.0889325,40.6466639,-74.0889325,RICHMOND TERRACE                ,JERSEY STREET                   ,STATEN ISLAND,10301,,,,,,,
2012-07-01T00:00:00.000,19:30,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,264079,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,40.7325126,-73.8570498,40.7325126,-73.8570498,99 STREET                       ,63 ROAD                         ,QUEENS,11374,,,,,,,
2012-07-01T00:00:00.000,14:55,0,0,0,0,0,0,0,0,Unspecified,Unspecified,245581,VAN,SPORT UTILITY / STATION WAGON,40.7647112,-73.8306857,40.7647112,-73.8306857,35 AVENUE                       ,LINDEN PLACE                    ,QUEENS,11354,,,,,,,
2012-07-01T00:00:00.000,17:00,0,0,0,0,0,0,0,0,Unspecified,Unspecified,113540,PASSENGER VEHICLE,UNKNOWN,40.5883211,-73.9852203,40.5883211,-73.9852203,BAY 49 STREET                   ,HARWAY AVENUE                   ,BROOKLYN,11214,,,,,,,
2012-07-01T00:00:00.000,8:37,1,0,1,0,0,0,0,0,Unspecified,,208724,UNKNOWN,,40.6945453,-73.8021120,40.6945453,-73.802112,SOUTH ROAD                      ,SUTPHIN BOULEVARD               ,QUEENS,11435,,,,,,,
2012-07-01T00:00:00.000,14:30,0,0,0,0,0,0,0,0,Unspecified,Unspecified,155797,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6538564,-74.0081666,40.6538564,-74.0081666,39 STREET                       ,3 AVENUE                        ,BROOKLYN,11232,,,,,,,
2012-07-01T00:00:00.000,20:30,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,293144,PASSENGER VEHICLE,PICK-UP TRUCK,40.5610915,-74.1698275,40.5610915,-74.1698275,RICHMOND AVENUE                 ,ARTHUR KILL ROAD                ,STATEN ISLAND,10312,,,,,,,
2012-07-01T00:00:00.000,12:00,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,37638,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,40.7659905,-73.9871230,40.7659905,-73.987123,9 AVENUE                        ,WEST 54 STREET                  ,MANHATTAN,10019,,,,,,,
2012-07-01T00:00:00.000,18:00,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,213210,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,40.7043917,-73.8752554,40.7043917,-73.8752554,78 AVENUE                       ,74 STREET                       ,QUEENS,11385,Unspecified,PASSENGER VEHICLE,,,,,
2012-07-01T00:00:00.000,20:00,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,27,TAXI,PASSENGER VEHICLE,40.7079778,-74.0080037,40.7079778,-74.0080037,MAIDEN LANE                     ,WILLIAM STREET                  ,MANHATTAN,10005,,,,,,,
2012-07-01T00:00:00.000,14:15,0,0,0,0,0,0,0,0,Unspecified,Unspecified,245563,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7542113,-73.8104745,40.7542113,-73.8104745,156 STREET                      ,46 AVENUE                       ,QUEENS,11355,,,,,,,
2012-07-01T00:00:00.000,11:30,0,0,0,0,0,0,0,0,Unspecified,Unspecified,272693,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7689155,-73.8887269,40.7689155,-73.8887269,DITMARS BOULEVARD               ,81 STREET                       ,QUEENS,11370,,,,,,,
2012-07-01T00:00:00.000,7:10,0,0,0,0,0,0,0,0,Unspecified,Unspecified,202235,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6088328,-73.7651441,40.6088328,-73.7651441,MOTT AVENUE                     ,BAY 28 STREET                   ,QUEENS,11691,,,,,,,
2012-07-01T00:00:00.000,17:26,3,0,0,0,0,0,3,0,Unspecified,Unspecified,284645,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6421201,-74.0752374,40.6421201,-74.0752374,BAY STREET                      ,RICHMOND TERRACE                ,STATEN ISLAND,10301,,,,,,,
2012-07-01T00:00:00.000,10:40,0,0,0,0,0,0,0,0,Unspecified,Unspecified,279647,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7472374,-73.8915059,40.7472374,-73.8915059,74 STREET                       ,37 ROAD                         ,QUEENS,11372,,,,,,,
2012-07-01T00:00:00.000,22:21,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,208728,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),40.7033417,-73.8002032,40.7033417,-73.8002032,JAMAICA AVENUE                  ,PARSONS BOULEVARD               ,QUEENS,11432,,,,,,,
2012-07-01T00:00:00.000,11:55,0,0,0,0,0,0,0,0,Unspecified,Unspecified,26087,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7553303,-73.9911785,40.7553303,-73.9911785,WEST 39 STREET                  ,8 AVENUE                        ,MANHATTAN,10018,,,,,,,
2012-07-01T00:00:00.000,9:50,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,37635,VAN,SPORT UTILITY / STATION WAGON,40.7667789,-73.9967618,40.7667789,-73.9967618,WEST SIDE HIGHWAY               ,WEST 50 STREET                  ,MANHATTAN,10019,,,,,,,
2012-07-01T00:00:00.000,13:20,0,0,0,0,0,0,0,0,Unspecified,Unspecified,245560,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7653551,-73.8173235,40.7653551,-73.8173235,149 STREET                      ,NORTHERN BOULEVARD              ,QUEENS,11354,,,,,,,
2012-07-01T00:00:00.000,16:30,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,160107,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,40.6795162,-73.9110814,40.6795162,-73.9110814,ROCKAWAY AVENUE                 ,HULL STREET                     ,BROOKLYN,11233,,,,,,,
2012-07-01T00:00:00.000,14:10,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,2896725,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,,,,,,,,,,,,,
2012-07-01T00:00:00.000,12:20,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,293145,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,,HYLAN BOULEVARD                 ,NARROWS ROAD SOUTH              ,,,,,,,,,
2012-07-01T00:00:00.000,5:30,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,272590,PASSENGER VEHICLE,PICK-UP TRUCK,40.7593484,-73.9198004,40.7593484,-73.9198004,38 STREET                       ,BROADWAY                        ,QUEENS,11103,Unspecified,PASSENGER VEHICLE,,Unspecified,SPORT UTILITY / STATION WAGON,,
2012-07-01T00:00:00.000,19:27,0,0,0,0,0,0,0,0,Unspecified,Unspecified,135045,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,,UTICA AVENUE                    ,EAST NEW YORK AVENUE            ,,,,,,,,,
2012-07-01T00:00:00.000,18:05,0,0,0,0,0,0,0,0,Unspecified,Unspecified,129907,TAXI,SPORT UTILITY / STATION WAGON,40.6343947,-73.9820143,40.6343947,-73.9820143,16 AVENUE                       ,43 STREET                       ,BROOKLYN,11204,,,,,,,
2012-07-01T00:00:00.000,9:30,0,0,0,0,0,0,0,0,Unspecified,Unspecified,88535,PASSENGER VEHICLE,UNKNOWN,40.8616372,-73.8243256,40.8616372,-73.8243256,HUNTER AVENUE                   ,EARHART LANE                    ,BRONX,10475,,,,,,,
2012-07-01T00:00:00.000,0:30,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,233137,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,,,,,,,,PARKING LOT OF 154-02 HORACE HARDING    ,,,,
2012-07-01T00:00:00.000,1:55,1,0,0,0,0,0,1,0,Unspecified,Unspecified,2999941,MOTORCYCLE,PASSENGER VEHICLE,40.6924673,-73.8108147,40.6924673,-73.8108147,,,,,,,,,,,
2012-07-01T00:00:00.000,17:50,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,2879032,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,
2012-07-01T00:00:00.000,15:20,0,0,0,0,0,0,0,0,Unspecified,Unspecified,144730,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6343560,-73.9106696,40.634356,-73.9106696,AVENUE J                        ,EAST 81 STREET                  ,BROOKLYN,11236,,,,,,,
2012-07-01T00:00:00.000,1:00,1,0,0,0,0,0,1,0,Physical Disability,Unspecified,85161,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,40.8287288,-73.9147231,40.8287288,-73.9147231,EAST 165 STREET                 ,FINDLAY AVENUE                  ,BRONX,10456,,,,,,,
2012-07-01T00:00:00.000,15:00,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,24,BUS,PASSENGER VEHICLE,,,,,WATER STREET                    ,OLD SLIP                        ,,,,,,,,,
2012-07-01T00:00:00.000,2:01,1,0,0,0,0,0,1,0,Unspecified,Unspecified,279637,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7543893,-73.8965222,40.7543893,-73.8965222,NORTHERN BOULEVARD              ,70 STREET                       ,QUEENS,11372,,,,,,,
2012-07-01T00:00:00.000,18:36,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,227949,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6722782,-73.8044924,40.6722782,-73.8044924,SUTTER AVENUE                   ,134 STREET                      ,QUEENS,11420,,,,,,,
2012-07-01T00:00:00.000,12:57,0,0,0,0,0,0,0,0,Unspecified,Unspecified,32045,TAXI,PASSENGER VEHICLE,40.7472966,-73.9740440,40.7472966,-73.974044,EAST 38 STREET                  ,2 AVENUE                        ,MANHATTAN,10016,,,,,,,
2012-07-01T00:00:00.000,15:10,0,0,0,0,0,0,0,0,Unspecified,Unspecified,13869,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7311655,-73.9919214,40.7311655,-73.9919214,BROADWAY                        ,EAST 9 STREET                   ,MANHATTAN,10003,,,,,,,
2012-07-01T00:00:00.000,2:30,1,0,0,0,0,0,1,0,Unspecified,Unspecified,284644,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6172954,-74.0804791,40.6172954,-74.0804791,OSGOOD AVENUE                   ,PARK HILL AVENUE                ,STATEN ISLAND,10304,Unspecified,SPORT UTILITY / STATION WAGON,,,,,
2012-07-01T00:00:00.000,3:16,1,0,0,0,0,0,1,0,Unspecified,Unspecified,163377,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6597021,-73.8785936,40.6597021,-73.8785936,ASHFORD STREET                  ,WORTMAN AVENUE                  ,BROOKLYN,11207,,,,,,,
2012-07-01T00:00:00.000,14:00,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,37629,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,40.7609899,-73.9733095,40.7609899,-73.9733095,EAST 55 STREET                  ,MADISON AVENUE                  ,MANHATTAN,10022,,,,,,,
2012-07-01T00:00:00.000,2:30,0,0,0,0,0,0,0,0,Unspecified,Unspecified,88523,PASSENGER VEHICLE,PASSENGER VEHICLE,40.8565513,-73.7913635,40.8565513,-73.7913635,CITY ISLAND AVENUE              ,BRIDGE STREET                   ,BRONX,10464,Unspecified,PASSENGER VEHICLE,,Unspecified,PASSENGER VEHICLE,,
2012-07-01T00:00:00.000,20:45,2,0,0,0,0,0,2,0,Unspecified,Unspecified,279644,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7544157,-73.8785293,40.7544157,-73.8785293,89 STREET                       ,34 AVENUE                       ,QUEENS,11372,Unspecified,PASSENGER VEHICLE,,,,,
2012-07-01T00:00:00.000,18:30,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,76206,PASSENGER VEHICLE,PASSENGER VEHICLE,40.8143702,-73.8966999,40.8143702,-73.8966999,BRUCKNER BOULEVARD              ,EAST 156 STREET                 ,BRONX,10455,,,,,,,
2012-07-01T00:00:00.000,18:00,2,0,0,0,0,0,2,0,Unspecified,Unspecified,279642,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,,94 STREET                       ,GCP                             ,,,,,,,,,
2012-07-01T00:00:00.000,7:30,0,0,0,0,0,0,0,0,Unspecified,Unspecified,129898,SPORT UTILITY / STATION WAGON,BICYCLE,40.6337450,-73.9722831,40.633745,-73.9722831,OCEAN PARKWAY                   ,AVENUE F                        ,BROOKLYN,11218,,,,,,,
2012-07-01T00:00:00.000,15:00,0,0,0,0,0,0,0,0,Unspecified,Unspecified,52338,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7754808,-73.9802034,40.7754808,-73.9802034,WEST 69 STREET                  ,COLUMBUS AVENUE                 ,MANHATTAN,10023,,,,,,,
2012-07-01T00:00:00.000,9:50,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,219395,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,40.7362448,-73.7029656,40.7362448,-73.7029656,265 STREET                      ,85 AVENUE                       ,QUEENS,11001,,,,,,,
2012-07-01T00:00:00.000,18:00,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,227948,PASSENGER VEHICLE,PASSENGER VEHICLE,40.6524254,-73.8382001,40.6524254,-73.8382001,CROSSBAY BOULEVARD              ,163 AVENUE                      ,QUEENS,11414,,,,,,,
2012-07-01T00:00:00.000,6:15,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,254992,VAN,SPORT UTILITY / STATION WAGON,40.7433326,-73.8549515,40.7433326,-73.8549515,52 AVENUE                       ,108 STREET                      ,QUEENS,11368,,,,,,,
2012-07-01T00:00:00.000,20:05,0,0,0,0,0,0,0,0,Lost Consciousness,Prescription Medication,272566,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7748619,-73.9089033,40.7748619,-73.9089033,35 STREET                       ,DITMARS BOULEVARD               ,QUEENS,11105,Unspecified,SPORT UTILITY / STATION WAGON,,,,,
2012-07-01T00:00:00.000,14:27,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,64997,PASSENGER VEHICLE,PASSENGER VEHICLE,40.8277283,-73.9495067,40.8277283,-73.9495067,WEST 147 STREET                 ,BROADWAY                        ,MANHATTAN,10031,,,,,,,
2012-07-01T00:00:00.000,22:02,0,0,0,0,0,0,0,0,Physical Disability,Driver Inexperience,238660,PASSENGER VEHICLE,BUS,,,,,11 STREET                       ,JACKSON AVENUE                  ,,,,,,,,,
2012-07-01T00:00:00.000,12:10,0,0,0,0,0,0,0,0,Unspecified,Unspecified,113550,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,40.5779945,-73.9596347,40.5779945,-73.9596347,CONEY ISLAND AVENUE             ,BRIGHTON BEACH AVENUE           ,BROOKLYN,11235,,,,,,,
2012-07-01T00:00:00.000,9:40,0,0,0,0,0,0,0,0,Unspecified,Unspecified,245559,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7644548,-73.8317730,40.7644548,-73.831773,35 AVENUE                       ,FARRINGTON STREET               ,QUEENS,11354,,,,,,,
2012-07-01T00:00:00.000,19:35,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,72591,PASSENGER VEHICLE,TAXI,40.8160806,-73.9176873,40.8160806,-73.9176873,EAST 149 STREET                 ,MELROSE AVENUE                  ,BRONX,10455,,,,,,,
2012-07-01T00:00:00.000,22:47,1,0,0,0,1,0,0,0,Unspecified,Unspecified,193864,PASSENGER VEHICLE,BICYCLE,40.7109568,-73.9511173,40.7109568,-73.9511173,GRAND STREET                    ,UNION AVENUE                    ,BROOKLYN,11211,,,,,,,
2012-07-01T00:00:00.000,15:35,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,2879029,PICK-UP TRUCK,PASSENGER VEHICLE,,,,,,,,,,,,,,,
2012-07-01T00:00:00.000,1:30,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,85162,PASSENGER VEHICLE,UNKNOWN,,,,,CLAY AVENUE                     ,EAST 170 STREET                 ,,,,,,,,,
2012-07-01T00:00:00.000,14:00,1,0,1,0,0,0,0,0,Unspecified,,102719,SPORT UTILITY / STATION WAGON,,40.8654303,-73.8673609,40.8654303,-73.8673609,ALLERTON AVENUE                 ,WHITE PLAINS ROAD               ,BRONX,10467,,,,,,,
2012-07-01T00:00:00.000,1:15,0,0,0,0,0,0,0,0,Unspecified,Unspecified,140803,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,,68 STREET                       ,3 AVENUE                        ,,,Unspecified,SPORT UTILITY / STATION WAGON,,,,,
2012-07-01T00:00:00.000,19:00,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,203693,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,40.6887712,-73.8301646,40.6887712,-73.8301646,114 STREET                      ,101 AVENUE                      ,QUEENS,11419,,,,,,,
2012-07-01T00:00:00.000,19:30,0,0,0,0,0,0,0,0,Unspecified,Unspecified,254999,PASSENGER VEHICLE,PASSENGER VEHICLE,40.7463477,-73.8723835,40.7463477,-73.8723835,CASE STREET                     ,LAMONT AVENUE                   ,QUEENS,11373,,,,,,,
2012-07-01T00:00:00.000,17:35,0,0,0,0,0,0,0,0,Unspecified,Unspecified,76209,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,,,,,,,,,GAS LOT-925 HUNTS POINT AV              ,,,,
2012-07-01T00:00:00.000,10:15,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,233124,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,40.7305892,-73.7987143,40.7305892,-73.7987143,71 AVENUE                       ,171 STREET                      ,QUEENS,11365,Unspecified,PASSENGER VEHICLE,,,,,
2012-07-01T00:00:00.000,4:44,1,0,1,0,0,0,0,0,Unspecified,,26084,SPORT UTILITY / STATION WAGON,,40.7466595,-73.9900681,40.7466595,-73.9900681,6 AVENUE                        ,WEST 29 STREET                  ,MANHATTAN,10001,,,,,,,
